mmwr_week,week,week_start,week_end,season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent,current_week_ending
202126,26,6/27/2021,7/3/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/28/2025
202126,26,6/27/2021,7/3/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,6/28/2025
202127,27,7/4/2021,7/10/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/5/2025
202127,27,7/4/2021,7/10/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,7/5/2025
202128,28,7/11/2021,7/17/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/12/2025
202128,28,7/11/2021,7/17/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,7/12/2025
202129,29,7/18/2021,7/24/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/19/2025
202129,29,7/18/2021,7/24/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,7/19/2025
202130,30,7/25/2021,7/31/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/26/2025
202130,30,7/25/2021,7/31/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,7/26/2025
202131,31,8/1/2021,8/7/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.02,8/2/2025
202131,31,8/1/2021,8/7/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,8/2/2025
202132,32,8/8/2021,8/14/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/9/2025
202132,32,8/8/2021,8/14/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,8/9/2025
202133,33,8/15/2021,8/21/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/16/2025
202133,33,8/15/2021,8/21/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,8/16/2025
202134,34,8/22/2021,8/28/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,8/23/2025
202134,34,8/22/2021,8/28/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,8/23/2025
202135,35,8/29/2021,9/4/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,8/30/2025
202135,35,8/29/2021,9/4/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,8/30/2025
202136,36,9/5/2021,9/11/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/6/2025
202136,36,9/5/2021,9/11/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,9/6/2025
202137,37,9/12/2021,9/18/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,9/13/2025
202137,37,9/12/2021,9/18/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,9/13/2025
202138,38,9/19/2021,9/25/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,9/20/2025
202138,38,9/19/2021,9/25/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,9/20/2025
202139,39,9/26/2021,10/2/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,9/27/2025
202139,39,9/26/2021,10/2/2021,2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,9/27/2025
202140,40,10/3/2021,10/9/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,10/5/2024
202140,40,10/3/2021,10/9/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,10/5/2024
202141,41,10/10/2021,10/16/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,10/12/2024
202141,41,10/10/2021,10/16/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,10/12/2024
202142,42,10/17/2021,10/23/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,10/19/2024
202142,42,10/17/2021,10/23/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,10/19/2024
202143,43,10/24/2021,10/30/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,10/26/2024
202143,43,10/24/2021,10/30/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,10/26/2024
202144,44,10/31/2021,11/6/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/2/2024
202144,44,10/31/2021,11/6/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,11/2/2024
202145,45,11/7/2021,11/13/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/9/2024
202145,45,11/7/2021,11/13/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,11/9/2024
202146,46,11/14/2021,11/20/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/16/2024
202146,46,11/14/2021,11/20/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,11/16/2024
202147,47,11/21/2021,11/27/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,11/23/2024
202147,47,11/21/2021,11/27/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,11/23/2024
202148,48,11/28/2021,12/4/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,11/30/2024
202148,48,11/28/2021,12/4/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,11/30/2024
202149,49,12/5/2021,12/11/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/7/2024
202149,49,12/5/2021,12/11/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,12/7/2024
202150,50,12/12/2021,12/18/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,12/14/2024
202150,50,12/12/2021,12/18/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,12/14/2024
202151,51,12/19/2021,12/25/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,12/21/2024
202151,51,12/19/2021,12/25/2021,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,12/21/2024
202152,52,12/26/2021,1/1/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,12/28/2024
202152,52,12/26/2021,1/1/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,12/28/2024
202201,1,1/2/2022,1/8/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/4/2025
202201,1,1/2/2022,1/8/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,1/4/2025
202202,2,1/9/2022,1/15/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/11/2025
202202,2,1/9/2022,1/15/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,1/11/2025
202203,3,1/16/2022,1/22/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/18/2025
202203,3,1/16/2022,1/22/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,1/18/2025
202204,4,1/23/2022,1/29/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/25/2025
202204,4,1/23/2022,1/29/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,1/25/2025
202205,5,1/30/2022,2/5/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/1/2025
202205,5,1/30/2022,2/5/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,2/1/2025
202206,6,2/6/2022,2/12/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/8/2025
202206,6,2/6/2022,2/12/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,2/8/2025
202207,7,2/13/2022,2/19/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/15/2025
202207,7,2/13/2022,2/19/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,2/15/2025
202208,8,2/20/2022,2/26/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/22/2025
202208,8,2/20/2022,2/26/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,2/22/2025
202209,9,2/27/2022,3/5/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/1/2025
202209,9,2/27/2022,3/5/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,3/1/2025
202210,10,3/6/2022,3/12/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,3/8/2025
202210,10,3/6/2022,3/12/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,3/8/2025
202211,11,3/13/2022,3/19/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/15/2025
202211,11,3/13/2022,3/19/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,3/15/2025
202212,12,3/20/2022,3/26/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/22/2025
202212,12,3/20/2022,3/26/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,3/22/2025
202213,13,3/27/2022,4/2/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/29/2025
202213,13,3/27/2022,4/2/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,3/29/2025
202214,14,4/3/2022,4/9/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/5/2025
202214,14,4/3/2022,4/9/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,4/5/2025
202215,15,4/10/2022,4/16/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,4/12/2025
202215,15,4/10/2022,4/16/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,4/12/2025
202216,16,4/17/2022,4/23/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/19/2025
202216,16,4/17/2022,4/23/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,4/19/2025
202217,17,4/24/2022,4/30/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/26/2025
202217,17,4/24/2022,4/30/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,4/26/2025
202218,18,5/1/2022,5/7/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,5/3/2025
202218,18,5/1/2022,5/7/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,5/3/2025
202219,19,5/8/2022,5/14/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/10/2025
202219,19,5/8/2022,5/14/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,5/10/2025
202220,20,5/15/2022,5/21/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/17/2025
202220,20,5/15/2022,5/21/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,5/17/2025
202221,21,5/22/2022,5/28/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/24/2025
202221,21,5/22/2022,5/28/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,5/24/2025
202222,22,5/29/2022,6/4/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,5/31/2025
202222,22,5/29/2022,6/4/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,5/31/2025
202223,23,6/5/2022,6/11/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/7/2025
202223,23,6/5/2022,6/11/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,6/7/2025
202224,24,6/12/2022,6/18/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/14/2025
202224,24,6/12/2022,6/18/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,6/14/2025
202225,25,6/19/2022,6/25/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/21/2025
202225,25,6/19/2022,6/25/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,6/21/2025
202226,26,6/26/2022,7/2/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/28/2025
202226,26,6/26/2022,7/2/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,6/28/2025
202227,27,7/3/2022,7/9/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/5/2025
202227,27,7/3/2022,7/9/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,7/5/2025
202228,28,7/10/2022,7/16/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/12/2025
202228,28,7/10/2022,7/16/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,7/12/2025
202229,29,7/17/2022,7/23/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/19/2025
202229,29,7/17/2022,7/23/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,7/19/2025
202230,30,7/24/2022,7/30/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/26/2025
202230,30,7/24/2022,7/30/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,7/26/2025
202231,31,7/31/2022,8/6/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/2/2025
202231,31,7/31/2022,8/6/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,8/2/2025
202232,32,8/7/2022,8/13/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/9/2025
202232,32,8/7/2022,8/13/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,8/9/2025
202233,33,8/14/2022,8/20/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,8/16/2025
202233,33,8/14/2022,8/20/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,8/16/2025
202234,34,8/21/2022,8/27/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,8/23/2025
202234,34,8/21/2022,8/27/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,8/23/2025
202235,35,8/28/2022,9/3/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/30/2025
202235,35,8/28/2022,9/3/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,8/30/2025
202236,36,9/4/2022,9/10/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,9/6/2025
202236,36,9/4/2022,9/10/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,9/6/2025
202237,37,9/11/2022,9/17/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,9/13/2025
202237,37,9/11/2022,9/17/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,9/13/2025
202238,38,9/18/2022,9/24/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,9/20/2025
202238,38,9/18/2022,9/24/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,9/20/2025
202239,39,9/25/2022,10/1/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/27/2025
202239,39,9/25/2022,10/1/2022,2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,9/27/2025
202240,40,10/2/2022,10/8/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,10/5/2024
202240,40,10/2/2022,10/8/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,10/5/2024
202241,41,10/9/2022,10/15/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,10/12/2024
202241,41,10/9/2022,10/15/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.08,10/12/2024
202242,42,10/16/2022,10/22/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.02,10/19/2024
202242,42,10/16/2022,10/22/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.08,10/19/2024
202243,43,10/23/2022,10/29/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,10/26/2024
202243,43,10/23/2022,10/29/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.09,10/26/2024
202244,44,10/30/2022,11/5/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/2/2024
202244,44,10/30/2022,11/5/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.1,11/2/2024
202245,45,11/6/2022,11/12/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.03,11/9/2024
202245,45,11/6/2022,11/12/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.11,11/9/2024
202246,46,11/13/2022,11/19/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/16/2024
202246,46,11/13/2022,11/19/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.1,11/16/2024
202247,47,11/20/2022,11/26/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.02,11/23/2024
202247,47,11/20/2022,11/26/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.12,11/23/2024
202248,48,11/27/2022,12/3/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/30/2024
202248,48,11/27/2022,12/3/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.11,11/30/2024
202249,49,12/4/2022,12/10/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/7/2024
202249,49,12/4/2022,12/10/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.09,12/7/2024
202250,50,12/11/2022,12/17/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/14/2024
202250,50,12/11/2022,12/17/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,12/14/2024
202251,51,12/18/2022,12/24/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,12/21/2024
202251,51,12/18/2022,12/24/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,12/21/2024
202252,52,12/25/2022,12/31/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/28/2024
202252,52,12/25/2022,12/31/2022,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,12/28/2024
202301,1,1/1/2023,1/7/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/4/2025
202301,1,1/1/2023,1/7/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,1/4/2025
202302,2,1/8/2023,1/14/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/11/2025
202302,2,1/8/2023,1/14/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,1/11/2025
202303,3,1/15/2023,1/21/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,1/18/2025
202303,3,1/15/2023,1/21/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,1/18/2025
202304,4,1/22/2023,1/28/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/25/2025
202304,4,1/22/2023,1/28/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,1/25/2025
202305,5,1/29/2023,2/4/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/1/2025
202305,5,1/29/2023,2/4/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,2/1/2025
202306,6,2/5/2023,2/11/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/8/2025
202306,6,2/5/2023,2/11/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,2/8/2025
202307,7,2/12/2023,2/18/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,2/15/2025
202307,7,2/12/2023,2/18/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,2/15/2025
202308,8,2/19/2023,2/25/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,2/22/2025
202308,8,2/19/2023,2/25/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,2/22/2025
202309,9,2/26/2023,3/4/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/1/2025
202309,9,2/26/2023,3/4/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,3/1/2025
202310,10,3/5/2023,3/11/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,3/8/2025
202310,10,3/5/2023,3/11/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,3/8/2025
202311,11,3/12/2023,3/18/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/15/2025
202311,11,3/12/2023,3/18/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,3/15/2025
202312,12,3/19/2023,3/25/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/22/2025
202312,12,3/19/2023,3/25/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,3/22/2025
202313,13,3/26/2023,4/1/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/29/2025
202313,13,3/26/2023,4/1/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,3/29/2025
202314,14,4/2/2023,4/8/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/5/2025
202314,14,4/2/2023,4/8/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,4/5/2025
202315,15,4/9/2023,4/15/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,4/12/2025
202315,15,4/9/2023,4/15/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,4/12/2025
202316,16,4/16/2023,4/22/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/19/2025
202316,16,4/16/2023,4/22/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,4/19/2025
202317,17,4/23/2023,4/29/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/26/2025
202317,17,4/23/2023,4/29/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,4/26/2025
202318,18,4/30/2023,5/6/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/3/2025
202318,18,4/30/2023,5/6/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,5/3/2025
202319,19,5/7/2023,5/13/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/10/2025
202319,19,5/7/2023,5/13/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,5/10/2025
